language	gupos	rel1	rel2	dupos	n	n_right	sum_delta	sum_abs_delta
Czech	VERB	mod		PROPN	1	1	4	4
Czech	VERB	mod		SCONJ	63	37	-115	471
Czech	VERB	mod		VERB	9	6	16	58
Czech	VERB	orphan		ADP	3	3	8	8
Czech	VERB	orphan		ADV	1	1	4	4
Czech	VERB	orphan		NOUN	2	1	1	9
Czech	VERB	orphan		SCONJ	1	1	8	8
Czech	VERB	parataxis		ADJ	3	3	13	13
Czech	VERB	parataxis		ADP	1	1	3	3
Czech	VERB	parataxis		AUX	9	9	104	104
Czech	VERB	parataxis		NOUN	1	1	3	3
Czech	VERB	parataxis		PART	1	1	9	9
Czech	VERB	parataxis		SCONJ	2	2	12	12
Czech	VERB	parataxis		VERB	53	50	556	586
Czech	VERB	punct		PUNCT	590	287	3122	5268
Czech	VERB	subj		ADJ	1	0	-4	4
Czech	VERB	subj		DET	20	3	-32	46
Czech	VERB	subj		NOUN	220	82	-271	657
Czech	VERB	subj		NUM	4	2	-3	7
Czech	VERB	subj		PRON	59	1	-154	156
Czech	VERB	subj		PROPN	18	5	-16	46
Czech	VERB	subj		SCONJ	4	3	6	14
Czech	VERB	subj		VERB	3	2	-4	10
Czech	VERB	udep		ADP	351	166	-454	1288
Czech	VERB	udep		DET	3	1	-4	6
Czech	VERB	udep		NOUN	75	41	-4	168
Czech	VERB	udep		PRON	10	3	-10	18
Czech	VERB	udep		SCONJ	1	0	-8	8
Czech	VERB	unk		ADJ	1	0	-3	3
Czech	VERB	unk		ADP	1	0	-2	2
Czech	VERB	unk		ADV	1	0	-9	9
Czech	VERB	unk		INTJ	10	4	-17	33
Czech	VERB	unk		NOUN	2	0	-12	12
Czech	VERB	vocative		ADJ	1	0	-2	2
Czech	VERB	vocative		INTJ	1	0	-2	2
Czech	VERB	vocative		NOUN	13	9	36	72
Czech	__0__	root		ADJ	8	8	26	26
Czech	__0__	root		ADV	5	5	11	11
Czech	__0__	root		AUX	54	54	217	217
Czech	__0__	root		INTJ	3	3	3	3
Czech	__0__	root		NOUN	15	15	31	31
Czech	__0__	root		PROPN	7	7	14	14
Czech	__0__	root		SCONJ	2	2	3	3
Czech	__0__	root		VERB	203	203	1262	1262
English	ADJ	cc		CCONJ	97	0	-124	124
English	ADJ	cc		SYM	1	0	-1	1
English	ADJ	comp	obj	AUX	2	2	21	21
English	ADJ	comp	obj	NOUN	7	7	18	18
English	ADJ	comp	obj	PRON	5	5	5	5
English	ADJ	comp	obj	SYM	4	4	12	12
English	ADJ	comp	obj	VERB	1	1	2	2
English	ADJ	comp	obl	ADJ	1	1	2	2
English	ADJ	comp	obl	ADP	3	3	3	3
English	ADJ	comp	obl	AUX	3	3	10	10
English	ADJ	comp	obl	PART	58	58	62	62
English	ADJ	comp	obl	SCONJ	17	17	35	35
English	ADJ	comp	obl	VERB	4	4	9	9
English	ADJ	comp	pred	PART	1	1	1	1
English	ADJ	compound		ADP	1	1	1	1
English	ADJ	compound		NOUN	27	0	-45	45
English	ADJ	compound		PROPN	3	0	-4	4
English	ADJ	conj	coord	ADJ	95	95	233	233
English	ADJ	conj	coord	ADP	2	2	8	8
English	ADJ	conj	coord	AUX	1	1	3	3
English	ADJ	conj	coord	NOUN	8	8	38	38
English	ADJ	conj	coord	PRON	1	1	3	3
English	ADJ	conj	coord	PROPN	2	2	4	4
English	ADJ	conj	coord	SCONJ	1	1	35	35
English	ADJ	conj	coord	VERB	11	11	39	39
English	ADJ	conj	coord	X	1	1	35	35
English	ADJ	det		DET	50	0	-55	55
English	ADJ	discourse		INTJ	1	1	2	2
English	ADJ	goeswith		X	3	3	3	3
English	ADJ	list		ADJ	3	3	37	37
English	ADJ	mod		ADJ	23	9	72	110
English	ADJ	mod		ADV	187	15	-185	227
English	ADJ	mod		AUX	13	13	67	67
English	ADJ	mod		DET	1	0	-1	1
English	ADJ	mod		NOUN	3	2	1	5
English	ADJ	mod		NUM	1	0	-3	3
English	ADJ	mod		PART	27	15	4	34
English	ADJ	mod		PRON	7	0	-7	7
English	ADJ	mod		PROPN	3	3	3	3
English	ADJ	mod		SCONJ	13	11	3	37
English	ADJ	mod		SYM	1	1	4	4
English	ADJ	mod		VERB	13	13	51	51
English	ADJ	parataxis		ADJ	5	4	6	12
English	ADJ	parataxis		ADP	2	1	-9	13
English	ADJ	parataxis		ADV	2	0	-3	3
English	ADJ	parataxis		AUX	1	1	4	4
English	ADJ	parataxis		NOUN	4	3	40	44
English	ADJ	parataxis		NUM	3	3	6	6
English	ADJ	parataxis		PROPN	1	1	2	2
English	ADJ	parataxis		VERB	4	4	37	37
English	ADJ	punct		PUNCT	398	198	461	1033
English	ADJ	subj		NOUN	8	0	-12	12
English	ADJ	subj		PRON	2	0	-4	4
English	ADJ	udep		ADJ	5	0	-5	5
English	ADJ	udep		ADP	256	254	352	376
English	ADJ	udep		ADV	1	0	-1	1
English	ADJ	udep		NOUN	17	4	-7	41
English	ADJ	udep		NUM	1	0	-2	2
English	ADJ	udep		PART	2	2	2	2
English	ADJ	udep		PRON	2	0	-2	2
English	ADJ	udep		PROPN	2	0	-5	5
English	ADJ	udep		SCONJ	3	3	5	5
English	ADJ	udep		SYM	1	1	7	7
English	ADJ	udep		VERB	2	2	2	2
English	ADJ	unk		ADJ	1	1	5	5
English	ADJ	unk		ADP	11	11	11	11
English	ADJ	unk		NOUN	7	0	-14	14
English	ADJ	unk		PART	1	1	1	1
English	ADJ	unk		PRON	32	1	-79	81
English	ADJ	unk		PROPN	3	0	-10	10
English	ADJ	unk		SCONJ	14	14	14	14
English	ADJ	unk		VERB	1	1	1	1
English	ADJ	vocative		NOUN	2	2	5	5
English	ADP	cc		ADV	1	0	-2	2
English	ADP	cc		CCONJ	36	0	-53	53
English	ADP	cc		SYM	1	0	-1	1
English	ADP	cc		VERB	1	0	-2	2
English	ADP	comp	obj	ADJ	74	74	107	107
English	ADP	comp	obj	ADP	18	18	22	22
English	ADP	comp	obj	ADV	33	32	41	49
English	ADP	comp	obj	AUX	12	10	18	30
English	ADP	comp	obj	DET	25	25	26	26
English	ADP	comp	obj	NOUN	2880	2879	6564	6572
English	ADP	comp	obj	NUM	40	40	48	48
English	ADP	comp	obj	PART	5	5	12	12
English	ADP	comp	obj	PRON	393	382	335	453
English	ADP	comp	obj	PROPN	294	294	476	476
English	ADP	comp	obj	SCONJ	1	1	1	1
English	ADP	comp	obj	SYM	26	26	62	62
English	ADP	comp	obj	VERB	50	20	19	79
English	ADP	comp	obj	X	26	26	72	72
English	ADP	conj	coord	ADJ	5	5	41	41
English	ADP	conj	coord	ADP	23	23	130	130
English	ADP	conj	coord	ADV	5	5	27	27
English	ADP	conj	coord	AUX	2	2	13	13
English	ADP	conj	coord	CCONJ	1	1	4	4
English	ADP	conj	coord	NOUN	5	5	41	41
English	ADP	conj	coord	VERB	9	9	58	58
English	ADP	discourse		INTJ	6	6	12	12
English	ADP	discourse		X	5	3	2	6
English	ADP	dislocated		NOUN	1	1	2	2
English	ADP	goeswith		X	1	1	1	1
English	ADP	mod		ADJ	1	0	-1	1
English	ADP	mod		ADP	1	1	3	3
English	ADP	mod		ADV	44	0	-52	52
English	ADP	mod		DET	2	0	-3	3
English	ADP	mod		NOUN	2	0	-2	2
English	ADP	mod		PART	4	0	-5	5
English	ADP	mod		SCONJ	3	3	12	12
English	ADP	orphan		ADP	1	1	3	3
English	ADP	punct		PUNCT	420	243	1159	1601
English	ADP	reparandum		ADP	1	0	-1	1
English	ADP	subj		NOUN	40	6	-39	91
English	ADP	subj		PRON	4	3	5	7
English	ADP	subj		PROPN	2	1	1	5
English	ADP	udep		ADP	5	5	20	20
English	ADP	udep		SCONJ	1	1	4	4
English	ADP	unk		ADJ	1	1	1	1
English	ADP	unk		ADP	33	33	33	33
English	ADP	unk		ADV	1	1	1	1
English	ADP	unk		DET	1	1	1	1
English	ADP	unk		NOUN	9	9	9	9
English	ADP	unk		SCONJ	1	1	1	1
English	ADP	vocative		PRON	1	1	1	1
English	ADV	cc		CCONJ	33	0	-39	39
English	ADV	comp	obj	ADP	1	1	1	1
English	ADV	comp	obj	AUX	1	1	5	5
English	ADV	comp	obj	NOUN	6	6	22	22
English	ADV	comp	obj	SCONJ	1	1	2	2
English	ADV	comp	obj	SYM	2	2	6	6
English	ADV	comp	obj	VERB	3	3	6	6
English	ADV	comp	obl	AUX	1	1	2	2
English	ADV	comp	obl	PART	1	1	1	1
English	ADV	comp	obl	SCONJ	3	3	3	3
English	ADV	comp	obl	VERB	1	1	3	3
English	ADV	compound		NOUN	2	0	-3	3
English	ADV	conj	appos	ADP	1	1	1	1
English	ADV	conj	coord	ADV	15	15	42	42
English	ADV	conj	coord	PART	1	1	4	4
English	ADV	conj	coord	VERB	2	2	9	9
English	ADV	det		DET	6	0	-19	19
English	ADV	discourse		X	3	0	-3	3
English	ADV	flat		ADV	1	1	1	1
English	ADV	mod		ADJ	4	2	0	6
English	ADV	mod		ADP	1	1	2	2
English	ADV	mod		ADV	110	6	-101	113
English	ADV	mod		AUX	12	12	33	33
English	ADV	mod		PART	9	4	3	13
English	ADV	mod		SCONJ	12	12	22	22
English	ADV	mod		VERB	18	17	40	42
English	ADV	parataxis		ADJ	1	1	3	3
English	ADV	parataxis		AUX	1	1	3	3
English	ADV	punct		PUNCT	236	164	196	374
English	ADV	reparandum		ADP	2	0	-5	5
English	ADV	reparandum		ADV	2	0	-7	7
English	ADV	reparandum		CCONJ	2	0	-2	2
English	ADV	reparandum		PRON	1	0	-1	1
English	ADV	subj		NOUN	2	0	-2	2
English	ADV	subj		PROPN	2	0	-4	4
English	ADV	udep		ADJ	4	0	-4	4
English	ADV	udep		ADP	47	47	63	63
English	ADV	udep		AUX	1	1	4	4
English	ADV	udep		NOUN	25	6	-8	34
English	ADV	udep		PART	13	13	13	13
English	ADV	unk		ADP	31	31	32	32
English	ADV	unk		ADV	12	12	12	12
English	ADV	unk		NOUN	6	6	6	6
English	ADV	unk		PRON	2	0	-10	10
English	ADV	unk		SCONJ	11	11	11	11
English	AUX	cc		CCONJ	290	0	-977	977
English	AUX	cc		SYM	1	0	-1	1
English	AUX	comp	aux	ADJ	7	7	9	9
English	AUX	comp	aux	ADV	1	1	1	1
English	AUX	comp	aux	AUX	270	270	332	332
English	AUX	comp	aux	NOUN	4	3	8	14
English	AUX	comp	aux	PART	8	8	10	10
English	AUX	comp	aux	PRON	5	5	5	5
English	AUX	comp	aux	VERB	1508	1508	2277	2277
English	AUX	comp	obj	PRON	1	0	-2	2
English	AUX	comp	obl	ADP	1	1	2	2
English	AUX	comp	obl	PART	1	1	1	1
English	AUX	comp	obl	SCONJ	1	1	1	1
English	AUX	comp	pred	ADJ	460	456	729	743
English	AUX	comp	pred	ADP	86	86	124	124
English	AUX	comp	pred	ADV	52	41	62	86
English	AUX	comp	pred	AUX	8	7	21	31
English	AUX	comp	pred	DET	2	2	3	3
English	AUX	comp	pred	INTJ	1	1	1	1
English	AUX	comp	pred	NOUN	316	311	913	931
English	AUX	comp	pred	NUM	14	14	21	21
English	AUX	comp	pred	PART	12	12	16	16
English	AUX	comp	pred	PRON	101	93	126	172
English	AUX	comp	pred	PROPN	7	7	15	15
English	AUX	comp	pred	SCONJ	17	17	19	19
English	AUX	comp	pred	SYM	2	2	3	3
English	AUX	comp	pred	VERB	18	15	20	46
English	AUX	conj	coord	ADJ	7	7	54	54
English	AUX	conj	coord	ADP	4	4	49	49
English	AUX	conj	coord	AUX	126	126	1514	1514
English	AUX	conj	coord	NOUN	6	6	48	48
English	AUX	conj	coord	PRON	1	1	15	15
English	AUX	conj	coord	SCONJ	2	2	21	21
English	AUX	conj	coord	VERB	70	70	765	765
English	AUX	discourse		ADJ	4	2	6	16
English	AUX	discourse		ADP	2	1	1	7
English	AUX	discourse		ADV	2	0	-5	5
English	AUX	discourse		INTJ	46	9	-138	180
English	AUX	discourse		NOUN	2	0	-9	9
English	AUX	discourse		PROPN	1	0	-3	3
English	AUX	discourse		SYM	2	2	17	17
English	AUX	discourse		X	22	0	-211	211
English	AUX	dislocated		ADP	1	0	-8	8
English	AUX	dislocated		NOUN	4	1	-10	14
English	AUX	dislocated		PRON	2	1	0	6
English	AUX	dislocated		PROPN	1	0	-5	5
English	AUX	dislocated		VERB	1	1	6	6
English	AUX	mod		ADJ	29	23	280	362
English	AUX	mod		ADP	13	9	65	131
English	AUX	mod		ADV	804	551	178	1960
English	AUX	mod		AUX	12	4	-34	114
English	AUX	mod		DET	9	9	9	9
English	AUX	mod		NOUN	2	2	3	3
English	AUX	mod		NUM	19	14	-10	44
English	AUX	mod		PART	441	433	544	636
English	AUX	mod		PRON	1	0	-4	4
English	AUX	mod		SCONJ	287	164	-695	3001
English	AUX	mod		VERB	41	26	54	266
English	AUX	parataxis		ADJ	4	4	40	40
English	AUX	parataxis		ADP	5	5	32	32
English	AUX	parataxis		ADV	5	2	-3	29
English	AUX	parataxis		AUX	62	59	542	654
English	AUX	parataxis		DET	1	1	6	6
English	AUX	parataxis		INTJ	1	1	7	7
English	AUX	parataxis		NOUN	31	28	454	488
English	AUX	parataxis		NUM	2	1	30	38
English	AUX	parataxis		PRON	1	0	-4	4
English	AUX	parataxis		PROPN	1	1	6	6
English	AUX	parataxis		SCONJ	1	1	4	4
English	AUX	parataxis		SYM	1	1	10	10
English	AUX	parataxis		VERB	48	41	420	494
English	AUX	punct		PUNCT	1803	1438	17184	19512
English	AUX	reparandum		ADV	1	0	-2	2
English	AUX	reparandum		AUX	2	0	-7	7
English	AUX	reparandum		PRON	1	0	-3	3
English	AUX	reparandum		SCONJ	1	0	-10	10
English	AUX	subj		ADJ	9	1	-15	23
English	AUX	subj		ADP	1	0	-4	4
English	AUX	subj		ADV	2	0	-4	4
English	AUX	subj		AUX	4	0	-21	21
English	AUX	subj		DET	13	0	-43	43
English	AUX	subj		NOUN	886	32	-1885	2049
English	AUX	subj		NUM	16	0	-70	70
English	AUX	subj		PART	29	28	94	110
English	AUX	subj		PRON	1343	95	-1239	1459
English	AUX	subj		PROPN	74	3	-150	156
English	AUX	subj		SCONJ	20	18	70	86
English	AUX	subj		SYM	11	0	-55	55
English	AUX	subj		VERB	15	1	-88	92
English	AUX	udep		ADJ	3	0	-21	21
English	AUX	udep		ADP	105	11	-802	832
English	AUX	udep		ADV	1	0	-6	6
English	AUX	udep		NOUN	13	0	-47	47
English	AUX	udep		PRON	2	0	-4	4
English	AUX	udep		SCONJ	1	0	-2	2
English	AUX	udep		VERB	1	0	-8	8
English	AUX	unk		PRON	6	1	-5	7
English	AUX	vocative		ADJ	1	1	6	6
English	AUX	vocative		NOUN	9	3	10	64
English	AUX	vocative		PROPN	1	0	-13	13
English	CCONJ	cc		SYM	4	0	-4	4
English	CCONJ	conj	coord	CCONJ	5	5	10	10
English	CCONJ	punct		PUNCT	39	19	-1	39
English	CCONJ	udep		ADP	1	1	2	2
English	DET	cc		CCONJ	2	0	-2	2
English	DET	cc		SYM	1	0	-1	1
English	DET	compound		NOUN	2	0	-4	4
English	DET	conj	coord	DET	1	1	2	2
English	DET	goeswith		X	1	1	1	1
English	DET	mod		ADV	3	0	-3	3
English	DET	mod		AUX	1	1	2	2
English	DET	mod		NOUN	1	1	4	4
English	DET	mod		VERB	3	3	6	6
English	DET	punct		PUNCT	14	11	25	33
English	DET	udep		ADP	32	32	32	32
English	DET	unk		ADJ	5	5	5	5
English	DET	unk		ADV	1	1	1	1
English	DET	unk		NOUN	1	1	1	1
English	DET	unk		NUM	1	0	-3	3
English	INTJ	conj	coord	INTJ	1	1	2	2
English	INTJ	discourse		ADV	1	1	2	2
English	INTJ	discourse		INTJ	8	3	-1	13
English	INTJ	flat		INTJ	1	1	1	1
English	INTJ	mod		PRON	1	0	-1	1
English	INTJ	mod		SCONJ	1	1	1	1
English	INTJ	parataxis		ADJ	1	1	9	9
English	INTJ	parataxis		INTJ	3	3	6	6
English	INTJ	parataxis		NOUN	1	1	13	13
English	INTJ	punct		PUNCT	124	88	159	243
English	INTJ	udep		ADP	1	1	1	1
English	INTJ	unk		NOUN	2	0	-4	4
English	NOUN	cc		ADP	1	0	-4	4
English	NOUN	cc		ADV	2	0	-11	11
English	NOUN	cc		CCONJ	499	0	-956	956
English	NOUN	cc		SYM	43	0	-54	54
English	NOUN	cc		VERB	1	0	-3	3
English	NOUN	comp	obj	ADP	2	2	8	8
English	NOUN	comp	obj	NOUN	7	6	14	16
English	NOUN	comp	obj	PROPN	1	1	1	1
English	NOUN	comp	obj	SCONJ	1	1	4	4
English	NOUN	comp	obj	VERB	1	1	1	1
English	NOUN	comp	obl	NOUN	1	1	1	1
English	NOUN	comp	obl	PART	2	2	5	5
English	NOUN	comp	obl	SCONJ	1	1	1	1
English	NOUN	comp	pred	ADJ	1	1	1	1
English	NOUN	compound		ADJ	16	0	-26	26
English	NOUN	compound		ADP	7	3	-10	18
English	NOUN	compound		ADV	2	0	-4	4
English	NOUN	compound		AUX	2	0	-25	25
English	NOUN	compound		INTJ	3	0	-7	7
English	NOUN	compound		NOUN	1017	2	-1215	1229
English	NOUN	compound		NUM	10	0	-16	16
English	NOUN	compound		PROPN	131	2	-193	201
English	NOUN	compound		SYM	5	0	-8	8
English	NOUN	compound		VERB	22	0	-54	54
English	NOUN	conj	appos	ADJ	2	2	9	9
English	NOUN	conj	appos	AUX	2	2	7	7
English	NOUN	conj	appos	NOUN	134	134	493	493
English	NOUN	conj	appos	NUM	3	3	12	12
English	NOUN	conj	appos	PRON	6	6	12	12
English	NOUN	conj	appos	PROPN	79	79	352	352
English	NOUN	conj	appos	SYM	14	14	32	32
English	NOUN	conj	appos	VERB	12	12	38	38
English	NOUN	conj	appos	X	1	1	2	2
English	NOUN	conj	coord	ADJ	6	6	15	15
English	NOUN	conj	coord	ADP	1	1	3	3
English	NOUN	conj	coord	ADV	1	1	2	2
English	NOUN	conj	coord	AUX	2	2	7	7
English	NOUN	conj	coord	CCONJ	1	1	2	2
English	NOUN	conj	coord	NOUN	710	710	2442	2442
English	NOUN	conj	coord	NUM	9	9	23	23
English	NOUN	conj	coord	PRON	14	14	31	31
English	NOUN	conj	coord	PROPN	14	14	55	55
English	NOUN	conj	coord	SYM	6	6	13	13
English	NOUN	conj	coord	VERB	12	12	63	63
English	NOUN	conj	coord	X	1	1	2	2
English	NOUN	det		DET	3732	1	-6184	6188
English	NOUN	det		PRON	7	0	-16	16
English	NOUN	discourse		INTJ	19	1	-46	60
English	NOUN	discourse		NOUN	1	0	-3	3
English	NOUN	discourse		PRON	3	0	-8	8
English	NOUN	discourse		SYM	1	1	5	5
English	NOUN	discourse		X	121	0	-266	266
English	NOUN	dislocated		AUX	1	1	3	3
English	NOUN	flat		NOUN	15	15	17	17
English	NOUN	flat		NUM	87	87	87	87
English	NOUN	flat		PROPN	2	2	3	3
English	NOUN	flat		SYM	8	8	8	8
English	NOUN	goeswith		X	4	4	4	4
English	NOUN	list		AUX	2	2	36	36
English	NOUN	list		NOUN	87	87	1800	1800
English	NOUN	list		PRON	3	3	6	6
English	NOUN	list		VERB	2	2	18	18
English	NOUN	mod		ADJ	2082	51	-2707	2951
English	NOUN	mod		ADP	8	6	4	22
English	NOUN	mod		ADV	113	50	-60	258
English	NOUN	mod		AUX	168	168	562	562
English	NOUN	mod		DET	16	0	-34	34
English	NOUN	mod		INTJ	1	0	-1	1
English	NOUN	mod		NOUN	426	45	-358	638
English	NOUN	mod		NUM	399	7	-604	646
English	NOUN	mod		PART	13	1	-24	26
English	NOUN	mod		PRON	617	1	-858	860
English	NOUN	mod		PROPN	111	0	-211	211
English	NOUN	mod		SCONJ	16	16	25	25
English	NOUN	mod		SYM	3	1	-3	5
English	NOUN	mod		VERB	462	349	669	1135
English	NOUN	mod		X	2	1	-3	5
English	NOUN	orphan		ADV	1	0	-3	3
English	NOUN	orphan		SYM	1	1	1	1
English	NOUN	parataxis		ADJ	12	10	18	36
English	NOUN	parataxis		ADP	2	2	6	6
English	NOUN	parataxis		ADV	11	1	-25	37
English	NOUN	parataxis		AUX	23	23	132	132
English	NOUN	parataxis		NOUN	67	63	347	401
English	NOUN	parataxis		NUM	7	7	15	15
English	NOUN	parataxis		PART	1	1	3	3
English	NOUN	parataxis		PROPN	11	8	6	38
English	NOUN	parataxis		SYM	3	3	18	18
English	NOUN	parataxis		VERB	15	14	51	59
English	NOUN	punct		PUNCT	1645	702	1474	5066
English	NOUN	reparandum		NOUN	3	0	-6	6
English	NOUN	reparandum		PART	1	0	-2	2
English	NOUN	subj		ADJ	2	0	-4	4
English	NOUN	subj		ADV	2	2	4	4
English	NOUN	subj		DET	1	0	-3	3
English	NOUN	subj		NOUN	9	1	-26	34
English	NOUN	subj		PART	5	0	-5	5
English	NOUN	subj		PRON	2	0	-4	4
English	NOUN	subj		SCONJ	1	1	1	1
English	NOUN	subj		SYM	1	0	-1	1
English	NOUN	udep		ADJ	7	7	19	19
English	NOUN	udep		ADP	1344	1328	1634	1822
English	NOUN	udep		ADV	4	3	9	15
English	NOUN	udep		DET	2	2	2	2
English	NOUN	udep		NOUN	6	6	12	12
English	NOUN	udep		PART	169	83	50	286
English	NOUN	udep		SCONJ	74	74	182	182
English	NOUN	udep		SYM	17	17	17	17
English	NOUN	udep		VERB	7	7	20	20
English	NOUN	udep		X	1	1	2	2
English	NOUN	unk		ADJ	4	2	2	6
English	NOUN	unk		ADP	7	7	7	7
English	NOUN	unk		AUX	1	1	2	2
English	NOUN	unk		NOUN	11	1	-25	29
English	NOUN	unk		NUM	8	2	-18	26
English	NOUN	unk		PART	1	1	1	1
English	NOUN	unk		PRON	17	0	-42	42
English	NOUN	unk		PROPN	8	0	-28	28
English	NOUN	unk		SYM	1	0	-1	1
English	NOUN	unk		VERB	1	1	2	2
English	NOUN	unk		X	7	7	14	14
English	NOUN	vocative		NOUN	1	1	1	1
English	NUM	cc		CCONJ	25	0	-31	31
English	NUM	cc		SYM	4	0	-4	4
English	NUM	compound		NUM	30	0	-65	65
English	NUM	compound		PROPN	5	0	-5	5
English	NUM	compound		SYM	1	1	1	1
English	NUM	conj	appos	NUM	1	1	8	8
English	NUM	conj	appos	PROPN	1	1	6	6
English	NUM	conj	appos	VERB	1	1	4	4
English	NUM	conj	coord	ADP	4	4	18	18
English	NUM	conj	coord	ADV	10	10	20	20
English	NUM	conj	coord	AUX	1	1	4	4
English	NUM	conj	coord	NOUN	7	7	47	47
English	NUM	conj	coord	NUM	57	57	164	164
English	NUM	conj	coord	PRON	1	1	4	4
English	NUM	conj	coord	SYM	3	3	3	3
English	NUM	conj	coord	VERB	1	1	4	4
English	NUM	det		DET	10	0	-13	13
English	NUM	discourse		X	1	0	-1	1
English	NUM	flat		NUM	4	4	7	7
English	NUM	flat		SYM	3	3	3	3
English	NUM	mod		ADJ	11	0	-24	24
English	NUM	mod		ADV	39	8	-49	67
English	NUM	mod		AUX	2	2	5	5
English	NUM	mod		NOUN	8	7	18	22
English	NUM	mod		NUM	17	3	-52	64
English	NUM	mod		PART	1	0	-1	1
English	NUM	mod		PRON	1	0	-2	2
English	NUM	mod		PROPN	3	0	-3	3
English	NUM	mod		SYM	4	2	-2	6
English	NUM	mod		VERB	1	1	2	2
English	NUM	punct		PUNCT	204	106	7	321
English	NUM	subj		NOUN	11	0	-11	11
English	NUM	subj		PROPN	1	0	-2	2
English	NUM	udep		ADP	46	41	39	59
English	NUM	udep		PART	1	1	1	1
English	NUM	udep		PROPN	1	0	-1	1
English	NUM	udep		SCONJ	1	1	1	1
English	NUM	udep		SYM	26	26	30	30
English	NUM	unk		NOUN	3	1	-4	6
English	NUM	unk		NUM	2	2	2	2
English	PART	cc		CCONJ	16	0	-27	27
English	PART	comp	obj	ADJ	1	0	-1	1
English	PART	comp	obj	AUX	96	96	98	98
English	PART	comp	obj	NOUN	75	3	-68	76
English	PART	comp	obj	PRON	4	1	-3	5
English	PART	comp	obj	PROPN	25	0	-25	25
English	PART	comp	obj	VERB	654	654	677	677
English	PART	conj	coord	ADJ	1	1	4	4
English	PART	conj	coord	ADV	1	1	7	7
English	PART	conj	coord	NOUN	2	2	15	15
English	PART	conj	coord	PART	12	12	106	106
English	PART	conj	coord	SCONJ	1	1	8	8
English	PART	mod		ADV	9	0	-9	9
English	PART	mod		PART	7	0	-7	7
English	PART	punct		PUNCT	56	30	250	316
English	PART	subj		NOUN	5	0	-5	5
English	PART	subj		PRON	6	0	-7	7
English	PART	udep		ADP	2	0	-12	12
English	PRON	cc		CCONJ	27	0	-29	29
English	PRON	cc		SYM	1	0	-1	1
English	PRON	cc		VERB	1	0	-2	2
English	PRON	comp	obl	AUX	1	1	6	6
English	PRON	conj	appos	NOUN	5	5	25	25
English	PRON	conj	appos	PRON	2	2	3	3
English	PRON	conj	appos	PROPN	1	1	2	2
English	PRON	conj	coord	ADJ	1	1	2	2
English	PRON	conj	coord	ADV	1	1	4	4
English	PRON	conj	coord	AUX	2	2	18	18
English	PRON	conj	coord	NOUN	8	8	45	45
English	PRON	conj	coord	PART	5	5	20	20
English	PRON	conj	coord	PRON	12	12	40	40
English	PRON	conj	coord	PROPN	1	1	3	3
English	PRON	det		DET	23	4	-15	23
English	PRON	discourse		ADJ	1	0	-1	1
English	PRON	discourse		INTJ	1	0	-5	5
English	PRON	dislocated		SCONJ	1	0	-7	7
English	PRON	goeswith		X	3	3	3	3
English	PRON	mod		ADJ	20	19	19	43
English	PRON	mod		ADV	26	16	7	31
English	PRON	mod		AUX	47	47	109	109
English	PRON	mod		NOUN	2	2	14	14
English	PRON	mod		NUM	1	0	-1	1
English	PRON	mod		PART	2	1	2	4
English	PRON	mod		SCONJ	2	2	2	2
English	PRON	mod		VERB	57	57	169	169
English	PRON	orphan		ADP	1	1	1	1
English	PRON	orphan		ADV	10	5	0	10
English	PRON	parataxis		AUX	1	1	2	2
English	PRON	parataxis		NOUN	5	5	45	45
English	PRON	parataxis		PRON	1	1	7	7
English	PRON	punct		PUNCT	76	49	118	206
English	PRON	reparandum		PRON	4	0	-14	14
English	PRON	reparandum		PROPN	1	0	-4	4
English	PRON	udep		ADP	37	37	48	48
English	PRON	udep		NOUN	1	1	10	10
English	PRON	udep		PART	9	9	20	20
English	PRON	udep		SCONJ	2	2	15	15
English	PRON	unk		AUX	3	3	3	3
English	PRON	unk		PRON	1	0	-3	3
English	PROPN	cc		CCONJ	71	0	-103	103
English	PROPN	cc		SYM	6	0	-7	7
English	PROPN	compound		ADJ	3	0	-3	3
English	PROPN	compound		NOUN	5	1	-3	9
English	PROPN	compound		NUM	2	0	-2	2
English	PROPN	compound		PROPN	93	0	-103	103
English	PROPN	conj	appos	AUX	3	3	28	28
English	PROPN	conj	appos	NOUN	47	47	201	201
English	PROPN	conj	appos	NUM	4	4	12	12
English	PROPN	conj	appos	PROPN	11	11	43	43
English	PROPN	conj	appos	VERB	1	1	2	2
English	PROPN	conj	coord	ADP	1	1	2	2
English	PROPN	conj	coord	AUX	1	1	10	10
English	PROPN	conj	coord	CCONJ	1	1	1	1
English	PROPN	conj	coord	NOUN	39	39	141	141
English	PROPN	conj	coord	NUM	1	1	5	5
English	PROPN	conj	coord	PRON	1	1	1	1
English	PROPN	conj	coord	PROPN	99	99	344	344
English	PROPN	conj	coord	VERB	1	1	3	3
English	PROPN	det		DET	173	0	-255	255
English	PROPN	discourse		X	44	0	-57	57
English	PROPN	flat		NUM	61	61	61	61
English	PROPN	flat		PROPN	90	90	105	105
English	PROPN	mod		ADJ	94	5	-101	113
English	PROPN	mod		ADV	13	2	-15	23
English	PROPN	mod		AUX	4	4	17	17
English	PROPN	mod		NOUN	7	7	15	15
English	PROPN	mod		NUM	6	3	-1	7
English	PROPN	mod		PRON	12	1	-11	13
English	PROPN	mod		PROPN	24	11	7	33
